119,59,54,46
118,59,54,46
118,60,54,46
118,61,54,46
118,61,54,46
118,62,54,46
118,63,54,46
118,64,54,46
117,64,54,46
117,65,54,46
117,66,54,46
117,66,54,46
117,66,54,46
117,67,54,46
117,67,54,46
117,67,54,46
117,68,54,46
117,68,54,46
117,68,54,46
117,69,54,46
117,69,54,46
118,70,54,46
117,70,54,46
117,70,54,46
116,70,54,46
116,70,54,46
116,70,54,46
115,69,54,46
114,69,54,46
113,68,54,46
112,68,54,46
111,67,54,46
110,67,54,46
109,67,54,46
108,66,54,46
107,66,54,46
106,65,54,46
105,65,54,46
104,64,54,46
103,64,54,46
102,64,54,46
102,63,54,46
103,63,54,46
104,63,54,46
105,63,54,46
106,63,54,46
107,62,54,46
108,62,54,46
109,62,54,46
110,62,54,46
111,62,54,46
111,63,54,46
111,65,54,46
111,67,54,46
111,69,54,46
111,71,54,46
111,73,54,46
111,75,54,46
112,77,54,46
112,78,54,46
112,80,54,46
112,82,54,46
112,84,54,46
112,86,54,46
112,88,54,46
112,90,54,46
113,90,54,46
115,90,54,46
116,90,54,46
118,91,54,46
119,91,54,46
121,91,54,46
122,91,54,46
124,92,54,46
123,90,54,46
123,88,54,46
123,86,54,46
122,85,54,46
122,83,54,46
122,81,54,46
122,80,54,46
121,78,54,46
121,77,54,46
120,76,54,46
120,75,54,46
120,74,54,46
119,72,54,46
119,71,54,46
118,70,54,46
118,69,54,46
118,68,54,46
116,67,54,46
114,66,54,46
113,66,54,46
111,65,54,46
109,65,54,46
108,64,54,46
106,64,54,46
104,63,54,46
103,63,54,46
102,62,54,46
101,61,54,46
101,61,54,46
100,60,54,46
100,60,54,46
99,59,54,46
99,59,54,46
99,59,54,46
100,60,54,46
101,61,54,46
102,61,54,46
103,62,54,46
104,63,54,46
104,63,54,46
105,64,54,46
106,65,54,46
107,65,54,46
108,66,54,46
109,67,54,46
110,68,54,46
110,68,54,46
110,69,54,46
110,69,54,46
111,70,54,46
111,70,54,46
111,71,54,46
111,71,54,46
112,72,54,46
112,72,54,46
112,73,54,46
113,74,54,46
112,73,54,46
111,73,54,46
110,73,54,46
110,73,54,46
109,73,54,46
108,73,54,46
108,72,54,46
107,72,54,46
106,72,54,46
106,72,54,46
105,72,54,46
104,72,54,46
104,71,54,46
103,71,54,46
102,71,54,46
102,71,54,46
101,71,54,46
100,71,54,46
100,71,54,46
100,71,54,46
100,71,54,46
100,71,54,46
101,71,54,46
101,72,54,46
101,72,54,46
102,72,54,46
102,72,54,46
102,72,54,46
102,73,54,46
103,73,54,46
103,73,54,46
103,73,54,46
104,74,54,46
104,73,53,46
104,73,53,46
104,73,53,46
104,73,52,46
104,73,52,46
104,73,52,46
104,72,51,46
104,72,51,46
104,72,51,46
104,72,50,46
104,72,50,46
104,72,50,46
104,71,49,46
104,71,49,46
104,71,49,46
104,71,48,46
104,71,48,46
104,71,48,46
104,71,47,45
104,71,47,45
104,71,47,45
104,71,47,45
105,71,46,45
105,72,46,44
105,72,46,44
105,72,46,44
106,72,45,43
106,72,45,43
106,72,45,43
106,73,45,42
107,73,44,42
107,73,44,42
107,73,44,42
107,73,44,42
108,74,43,41
108,74,43,41
108,74,43,41
108,75,43,41
108,75,43,41
108,75,43,41
108,76,43,41
108,76,43,41
108,77,43,41
108,77,43,41
108,77,43,41
108,78,43,41
108,78,43,41
109,79,43,41
108,79,43,40
108,79,42,40
108,79,42,40
108,79,41,39
108,79,40,39
108,79,40,39
107,79,40,38
107,79,39,38
107,79,39,38
107,79,38,37
107,79,37,37
107,80,37,36
106,80,37,36
106,80,37,36
106,80,37,36
106,80,37,36
106,80,37,36
106,80,37,36
106,81,37,36
105,81,37,36
105,81,37,36
105,81,37,36
105,81,37,36
105,81,37,36
105,81,37,36
105,82,37,36
104,81,38,37
104,81,38,37
104,81,39,38
104,81,39,38
104,80,40,39
104,80,40,40
104,80,41,40
104,80,41,40
104,80,42,41
103,78,42,41
103,77,42,41
103,76,42,41
103,75,42,41
103,74,42,41
103,73,42,41
103,72,42,41
102,71,42,41
102,70,42,41
102,69,42,41
102,68,42,41
102,67,42,41
102,66,42,41
102,65,42,41
102,63,42,41
102,62,42,41
102,60,42,41
102,59,42,41
102,57,42,41
102,56,42,41
102,54,42,41
102,53,42,41
102,51,42,41
102,50,42,41
102,48,42,41
102,47,42,41
103,46,42,41
104,47,42,41
105,49,42,41
106,50,42,41
107,52,42,41
108,53,42,41
109,55,42,41
111,57,42,41
111,57,42,41
112,58,42,41
113,59,42,41
114,60,42,41
115,60,42,41
116,61,42,41
117,62,42,41
118,63,42,41
118,64,42,41
119,65,42,41
119,66,42,41
120,68,42,41
121,69,42,41
121,70,42,41
122,72,42,41
122,73,42,41
123,74,42,41
124,76,42,41
123,77,42,41
122,78,42,41
121,79,42,41
121,81,42,41
121,82,41,41
121,84,41,41
120,84,41,41
119,85,41,41
118,86,41,41
117,87,41,41
116,86,41,42
115,86,42,42
114,85,43,43
113,85,44,43
112,84,44,44
111,84,45,44
110,83,46,45
109,83,47,45
109,83,47,46
107,82,47,46
105,81,47,46
104,81,47,46
102,80,47,46
101,79,47,46
99,79,47,46
98,78,47,46
96,77,47,46
95,77,47,46
93,76,47,46
92,76,47,46
90,76,47,46
89,76,47,46
88,76,47,46
87,76,47,46
86,76,47,46
84,76,47,46
83,76,47,46
82,76,47,46
81,76,47,46
80,76,47,46
79,76,47,46
77,76,47,46
76,76,47,46
74,76,47,46
73,76,47,46
71,76,47,46
70,76,47,46
68,76,47,46
67,77,47,46
65,77,47,46
64,77,47,46
62,77,47,46
61,77,47,46
59,77,47,46
58,77,47,46
56,77,47,46
55,78,47,46
54,77,47,46
54,76,47,46
54,76,47,46
54,75,47,46
54,74,47,46
54,74,47,46
54,73,47,46
54,72,47,46
54,72,47,46
55,70,47,46
57,69,47,46
58,67,47,46
60,66,47,46
61,64,47,46
63,63,47,46
64,61,47,46
66,60,47,46
67,59,47,46
69,58,47,46
70,57,47,46
72,56,47,46
74,55,47,46
75,54,47,46
77,53,47,46
78,52,47,46
80,51,47,46
82,50,47,46
83,49,47,46
85,48,47,46
87,47,47,46
88,48,47,46
89,49,47,46
91,51,47,46
92,52,47,46
94,53,47,46
95,55,47,46
96,56,47,46
98,57,47,46
99,59,47,46
101,60,47,46
102,61,47,46
104,63,47,46
104,65,47,46
104,67,47,46
104,69,47,46
104,71,47,46
104,73,47,46
104,75,47,46
105,77,47,46
105,79,47,46
105,81,47,46
105,83,47,46
105,85,47,46
105,87,47,46
106,90,47,46
106,92,47,46
106,95,47,46
106,97,47,46
106,100,47,46
107,102,47,46
107,105,47,46
107,107,47,46
107,110,47,46
108,113,47,46
107,115,47,46
107,117,47,46
107,119,47,46
106,122,47,46
106,124,47,46
106,126,47,46
105,128,47,46
105,131,47,46
