193,30,89,73
192,29,89,73
192,29,89,73
192,29,89,74
192,29,89,74
192,29,89,75
191,30,88,74
191,31,88,74
190,33,87,74
190,34,87,74
190,35,86,74
189,37,86,74
189,38,85,74
188,39,85,74
188,41,84,74
188,42,84,74
187,43,83,74
187,45,83,74
187,46,82,74
186,47,82,74
186,49,81,74
185,50,81,74
185,51,80,74
185,53,80,74
184,54,79,74
184,55,79,74
184,57,79,74
185,56,78,73
187,56,77,73
189,55,76,73
190,55,75,73
192,55,74,73
194,54,74,73
196,54,73,73
197,54,72,73
199,53,71,73
201,53,70,73
203,53,70,73
205,52,68,74
208,52,66,76
211,52,64,77
214,52,62,79
217,52,60,81
218,51,58,81
220,51,56,82
221,50,54,82
223,50,53,83
221,48,53,84
219,46,53,86
217,45,53,87
215,43,53,89
214,42,54,90
212,40,54,92
210,39,54,93
208,37,54,95
207,36,55,97
204,37,56,96
201,38,57,96
199,39,58,96
196,40,59,96
193,41,60,96
191,42,61,96
188,44,63,96
185,45,64,96
183,46,65,96
180,47,66,96
177,48,67,96
175,49,68,96
172,50,69,96
170,52,71,96
164,53,74,96
159,54,78,97
154,55,81,97
149,56,85,98
143,57,88,98
138,58,92,99
133,59,95,99
128,61,99,100
124,63,100,99
121,66,101,98
117,69,103,97
114,71,104,96
110,74,105,96
107,77,107,95
103,79,108,94
100,82,109,93
96,85,111,92
93,87,112,92
89,90,113,91
86,93,115,90
82,95,116,89
79,98,117,88
76,101,119,88
74,103,119,87
73,105,119,87
72,107,119,87
71,110,119,86
70,112,119,86
68,114,120,86
67,116,120,86
66,119,120,85
65,121,120,85
64,123,120,85
63,126,121,85
68,125,117,85
73,124,114,86
78,124,111,87
83,123,107,87
89,122,104,88
94,122,101,89
99,121,97,89
104,120,94,90
110,120,91,91
115,116,87,91
121,113,84,92
126,110,80,93
132,107,77,94
138,104,73,94
143,101,70,95
149,98,66,96
155,95,63,97
159,89,61,98
164,84,60,99
169,78,59,101
173,73,58,102
178,68,57,104
183,62,55,105
187,57,54,106
192,51,53,108
197,46,52,109
202,41,51,111
205,42,50,111
208,43,50,111
212,45,50,111
215,46,50,111
218,47,50,111
222,49,50,111
221,52,49,110
221,55,49,109
226,58,49,108
226,58,49,107
230,59,49,107
230,64,48,106
234,65,48,105
230,68,48,104
232,69,48,103
228,74,48,103
225,78,48,102
228,79,47,101
225,84,47,100
224,85,47,100
220,91,47,99
217,95,47,98
217,99,47,97
214,103,46,96
214,106,46,96
214,109,46,95
213,112,46,94
213,115,46,93
213,119,46,93
213,119,45,92
213,120,45,92
213,121,45,92
214,121,45,91
214,122,45,91
214,123,45,91
215,124,45,91
215,124,44,90
215,125,44,90
215,126,44,90
216,126,44,89
216,127,44,89
216,128,44,89
217,129,44,89
212,127,45,89
208,125,47,89
203,123,49,90
199,121,51,90
194,119,52,90
190,117,54,91
185,115,56,91
181,113,58,92
177,110,59,93
173,108,61,95
170,106,63,97
166,104,65,98
162,102,67,100
159,100,69,102
156,96,70,102
154,93,71,103
152,89,72,103
149,86,73,104
147,82,74,104
145,79,75,105
143,76,77,106
137,74,79,105
131,72,82,105
125,70,85,104
119,68,88,104
113,66,91,103
107,64,94,103
101,62,97,102
95,60,100,102
89,58,103,101
84,57,106,101
80,53,108,100
76,49,110,100
73,46,112,99
69,42,114,99
65,38,116,98
62,35,118,98
60,36,118,97
60,34,118,96
56,34,119,95
52,34,119,94
51,37,119,94
47,37,120,93
41,39,120,92
34,41,120,91
39,40,121,91
37,43,121,90
34,44,121,89
36,45,122,88
34,47,122,88
36,52,122,87
35,54,123,86
33,55,123,85
32,57,124,85
35,57,122,85
39,58,121,85
42,59,120,85
46,64,119,85
52,63,118,85
52,67,117,86
55,67,116,86
58,68,115,86
63,72,114,86
67,69,113,86
70,68,112,86
73,68,111,87
77,67,110,87
81,67,109,87
84,68,108,87
88,69,107,87
91,70,106,87
95,71,105,88
98,71,105,88
101,72,105,89
104,73,105,89
107,74,105,90
110,75,105,91
113,76,105,91
116,76,105,92
119,77,105,92
122,78,105,93
125,79,105,94
128,80,105,94
131,81,105,95
135,82,105,96
136,84,104,92
137,87,104,89
139,89,104,86
140,92,104,83
142,95,104,80
144,97,104,78
147,99,105,76
150,101,105,74
152,103,106,73
155,105,106,71
158,107,107,69
161,109,108,68
165,113,109,65
169,117,111,63
174,121,113,61
178,125,115,59
183,129,117,57
187,130,116,55
191,132,115,54
195,134,114,52
200,137,114,51
205,138,110,52
212,139,106,54
219,135,102,56
219,131,98,57
225,126,94,59
228,118,90,61
233,116,86,63
233,105,86,66
231,98,86,70
232,90,86,74
230,82,86,77
226,69,86,81
223,64,86,85
217,55,86,88
208,50,86,92
200,43,87,96
197,43,85,96
195,43,83,97
193,43,81,97
191,43,79,98
189,43,77,98
187,44,75,99
179,44,77,99
172,44,80,100
165,44,83,100
158,44,86,101
151,44,89,102
147,44,89,101
144,44,89,101
140,44,89,100
137,45,89,100
133,45,89,100
130,45,90,99
126,45,90,99
123,46,90,99
119,46,90,98
116,46,90,98
113,47,91,98
110,46,93,98
108,46,95,98
105,45,97,98
103,45,99,98
101,44,101,98
98,44,103,98
96,43,105,98
94,43,107,99
