193,30,282,103
192,29,281,102
192,29,281,102
192,29,281,103
192,29,281,103
192,29,281,104
191,30,279,104
191,31,279,105
190,33,277,107
190,34,277,108
190,35,276,109
189,37,275,111
189,38,274,112
188,39,273,113
188,41,272,115
188,42,272,116
187,43,270,117
187,45,270,119
187,46,269,120
186,47,268,121
186,49,267,123
185,50,266,124
185,51,265,125
185,53,265,127
184,54,263,128
184,55,263,129
184,57,263,131
185,56,263,129
187,56,264,129
189,55,265,128
190,55,265,128
192,55,266,128
194,54,268,127
196,54,269,127
197,54,269,127
199,53,270,126
201,53,271,126
203,53,273,126
205,52,273,126
208,52,274,128
211,52,275,129
214,52,276,131
217,52,277,133
218,51,276,132
220,51,276,133
221,50,275,132
223,50,276,133
221,48,274,132
219,46,272,132
217,45,270,132
215,43,268,132
214,42,268,132
212,40,266,132
210,39,264,132
208,37,262,132
207,36,262,133
204,37,260,133
201,38,258,134
199,39,257,135
196,40,255,136
193,41,253,137
191,42,252,138
188,44,251,140
185,45,249,141
183,46,248,142
180,47,246,143
177,48,244,144
175,49,243,145
172,50,241,146
170,52,241,148
164,53,238,149
159,54,237,151
154,55,235,152
149,56,234,154
143,57,231,155
138,58,230,157
133,59,228,158
128,61,227,161
124,63,224,162
121,66,222,164
117,69,220,166
114,71,218,167
110,74,215,170
107,77,214,172
103,79,211,173
100,82,209,175
96,85,207,177
93,87,205,179
89,90,202,181
86,93,201,183
82,95,198,184
79,98,196,186
76,101,195,189
74,103,193,190
73,105,192,192
72,107,191,194
71,110,190,196
70,112,189,198
68,114,188,200
67,116,187,202
66,119,186,204
65,121,185,206
64,123,184,208
63,126,184,211
68,125,185,210
73,124,187,210
78,124,189,211
83,123,190,210
89,122,193,210
94,122,195,211
99,121,196,210
104,120,198,210
110,120,201,211
115,116,202,207
121,113,205,205
126,110,206,203
132,107,209,201
138,104,211,198
143,101,213,196
149,98,215,194
155,95,218,192
159,89,220,187
164,84,224,183
169,78,228,179
173,73,231,175
178,68,235,172
183,62,238,167
187,57,241,163
192,51,245,159
197,46,249,155
202,41,253,152
205,42,255,153
208,43,258,154
212,45,262,156
215,46,265,157
218,47,268,158
222,49,272,160
221,52,270,162
221,55,270,164
226,58,275,166
226,58,275,165
230,59,279,166
230,64,278,170
234,65,282,170
230,68,278,172
232,69,280,172
228,74,276,177
225,78,273,180
228,79,275,180
225,84,272,184
224,85,271,185
220,91,267,190
217,95,264,193
217,99,264,196
214,103,260,199
214,106,260,202
214,109,260,204
213,112,259,206
213,115,259,208
213,119,259,212
213,119,258,211
213,120,258,212
213,121,258,213
214,121,259,212
214,122,259,213
214,123,259,214
215,124,260,215
215,124,259,214
215,125,259,215
215,126,259,216
216,126,260,215
216,127,260,216
216,128,260,217
217,129,261,218
212,127,257,216
208,125,255,214
203,123,252,213
199,121,250,211
194,119,246,209
190,117,244,208
185,115,241,206
181,113,239,205
177,110,236,203
173,108,234,203
170,106,233,203
166,104,231,202
162,102,229,202
159,100,228,202
156,96,226,198
154,93,225,196
152,89,224,192
149,86,222,190
147,82,221,186
145,79,220,184
143,76,220,182
137,74,216,179
131,72,213,177
125,70,210,174
119,68,207,172
113,66,204,169
107,64,201,167
101,62,198,164
95,60,195,162
89,58,192,159
84,57,190,158
80,53,188,153
76,49,186,149
73,46,185,145
69,42,183,141
65,38,181,136
62,35,180,133
60,36,178,133
60,34,178,130
56,34,175,129
52,34,171,128
51,37,170,131
47,37,167,130
41,39,161,131
34,41,154,132
39,40,160,131
37,43,158,133
34,44,155,133
36,45,158,133
34,47,156,135
36,52,158,139
35,54,158,140
33,55,156,140
32,57,156,142
35,57,157,142
39,58,160,143
42,59,162,144
46,64,165,149
52,63,170,148
52,67,169,153
55,67,171,153
58,68,173,154
63,72,177,158
67,69,180,155
70,68,182,154
73,68,184,155
77,67,187,154
81,67,190,154
84,68,192,155
88,69,195,156
91,70,197,157
95,71,200,159
98,71,203,159
101,72,206,161
104,73,209,162
107,74,212,164
110,75,215,166
113,76,218,167
116,76,221,168
119,77,224,169
122,78,227,171
125,79,230,173
128,80,233,174
131,81,236,176
135,82,240,178
136,84,240,176
137,87,241,176
139,89,243,175
140,92,244,175
142,95,246,175
144,97,248,175
147,99,252,175
150,101,255,175
152,103,258,176
155,105,261,176
158,107,265,176
161,109,269,177
165,113,274,178
169,117,280,180
174,121,287,182
178,125,293,184
183,129,300,186
187,130,303,185
191,132,306,186
195,134,309,186
200,137,314,188
205,138,315,190
212,139,318,193
219,135,321,191
219,131,317,188
225,126,319,185
228,118,318,179
233,116,319,179
233,105,319,171
231,98,317,168
232,90,318,164
230,82,316,159
226,69,312,150
223,64,309,149
217,55,303,143
208,50,294,142
200,43,287,139
197,43,282,139
195,43,278,140
193,43,274,140
191,43,270,141
189,43,266,141
187,44,262,143
179,44,256,143
172,44,252,144
165,44,248,144
158,44,244,145
151,44,240,146
147,44,236,145
144,44,233,145
140,44,229,144
137,45,226,145
133,45,222,145
130,45,220,144
126,45,216,144
123,46,213,145
119,46,209,144
116,46,206,144
113,47,204,145
110,46,203,144
108,46,203,144
105,45,202,143
103,45,202,143
101,44,202,142
98,44,201,142
96,43,201,141
94,43,201,142
